CustomerID,Recency,Frequency,Monetary,AOV,Total_Quantity,Days_Since_First,R_Score,F_Score,M_Score,RFM_Score,RFM_Value,Customer_Segment,Cluster,Cluster_Name,Recency_Category,Frequency_Category,Monetary_Category,Avg_Order_Value,Customer_Lifetime,Purchase_Intensity
10477.0,17,4,454.86,113.715,18,226,4,2,3,423,9,Potential Loyalists,0,Regular Customers,Very_Recent,Medium,Medium_Value,113.715,137,10.656934306569342
10478.0,13,10,1010.8,101.08,40,364,5,5,5,555,15,Champions,1,VIP Customers,Very_Recent,High,Premium,101.08,313,11.661341853035143
10479.0,6,5,555.94,111.18800000000002,22,235,5,3,4,534,12,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,111.18800000000002,156,11.698717948717949
10480.0,9,4,353.78,88.445,14,108,5,2,2,522,9,Potential Loyalists,2,Occasional Customers,Very_Recent,Medium,Medium_Value,88.445,129,11.317829457364342
10481.0,39,3,252.7,84.23333333333333,10,138,3,1,1,311,5,Cannot Lose Them,2,Occasional Customers,Recent,Medium,Medium_Value,84.23333333333333,129,8.488372093023257
10482.0,101,3,303.24,101.08,12,228,2,1,2,212,5,Cannot Lose Them,2,Occasional Customers,Moderate,Medium,Medium_Value,101.08,191,5.732984293193717
10483.0,33,7,758.1,108.3,30,364,4,5,5,455,14,Champions,1,VIP Customers,Recent,High,High_Value,108.3,243,10.51440329218107
10484.0,49,5,631.75,126.35,25,352,3,3,4,334,10,Potential Loyalists,0,Regular Customers,Recent,Medium,High_Value,126.35,199,9.170854271356784
10485.0,14,3,379.04999999999995,126.34999999999998,15,340,5,1,2,512,8,At Risk,2,Occasional Customers,Very_Recent,Medium,Medium_Value,126.34999999999998,104,10.528846153846153
10486.0,129,3,303.24,101.08,12,200,1,1,2,112,4,Lost Customers,2,Occasional Customers,Moderate,Medium,Medium_Value,101.08,219,5.0
10487.0,40,5,454.86,90.97200000000001,18,273,3,3,3,333,9,Potential Loyalists,0,Regular Customers,Recent,Medium,Medium_Value,90.97200000000001,190,9.605263157894738
10488.0,20,9,1061.34,117.92666666666666,42,360,4,5,5,455,14,Champions,1,VIP Customers,Very_Recent,High,Premium,117.92666666666666,290,11.327586206896552
10489.0,104,7,657.02,93.86,26,358,2,5,4,254,11,Loyal Customers,0,Regular Customers,Moderate,High,High_Value,93.86,314,8.136942675159235
10490.0,92,2,151.62,75.81,6,280,2,1,1,211,4,Lost Customers,2,Occasional Customers,Moderate,Low,Medium_Value,75.81,152,4.802631578947368
10491.0,71,3,252.7,84.23333333333333,10,290,2,1,1,211,4,Lost Customers,2,Occasional Customers,Recent,Medium,Medium_Value,84.23333333333333,161,6.801242236024844
10492.0,9,7,631.75,90.25,25,281,5,5,4,554,14,Champions,0,Regular Customers,Very_Recent,High,High_Value,90.25,219,11.666666666666668
10493.0,16,5,631.75,126.35,25,364,4,3,4,434,11,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,126.35,166,10.993975903614457
10494.0,6,4,505.4,126.35,20,335,5,2,3,523,10,Potential Loyalists,0,Regular Customers,Very_Recent,Medium,High_Value,126.35,126,11.587301587301587
10495.0,166,2,277.96999999999997,138.98499999999999,11,206,1,1,1,111,3,Lost Customers,3,At-Risk Customers,Moderate,Low,Medium_Value,138.98499999999999,226,3.230088495575221
10496.0,7,3,176.89000000000001,58.96333333333334,7,194,5,1,1,511,7,At Risk,2,Occasional Customers,Very_Recent,Medium,Medium_Value,58.96333333333334,97,11.288659793814432
10497.0,39,7,657.02,93.86,26,321,3,5,4,354,12,Loyal Customers,0,Regular Customers,Recent,High,High_Value,93.86,249,10.261044176706827
10498.0,13,6,530.67,88.445,21,325,5,4,4,544,13,Champions,0,Regular Customers,Very_Recent,High,High_Value,88.445,193,11.347150259067357
10499.0,13,4,505.4,126.35,20,254,5,2,3,523,10,Potential Loyalists,0,Regular Customers,Very_Recent,Medium,High_Value,126.35,133,10.977443609022556
10500.0,4,6,555.94,92.65666666666668,22,322,5,4,4,544,13,Champions,0,Regular Customers,Very_Recent,High,High_Value,92.65666666666668,184,11.902173913043477
10502.0,30,4,429.59000000000003,107.39750000000001,17,333,4,2,3,423,9,Potential Loyalists,2,Occasional Customers,Very_Recent,Medium,Medium_Value,107.39750000000001,150,9.733333333333334
10503.0,34,9,859.18,95.46444444444444,34,354,4,5,5,455,14,Champions,1,VIP Customers,Recent,High,High_Value,95.46444444444444,304,10.805921052631579
10504.0,20,7,707.56,101.08,28,335,4,5,5,455,14,Champions,1,VIP Customers,Very_Recent,High,High_Value,101.08,230,11.108695652173914
10505.0,31,3,277.97,92.65666666666668,11,232,4,1,1,411,6,Cannot Lose Them,2,Occasional Customers,Recent,Medium,Medium_Value,92.65666666666668,121,9.049586776859503
10506.0,131,7,657.02,93.86,26,346,1,5,4,154,10,Potential Loyalists,0,Regular Customers,Moderate,High,High_Value,93.86,341,7.492668621700879
10507.0,16,5,454.86,90.97200000000001,18,322,4,3,3,433,10,Potential Loyalists,0,Regular Customers,Very_Recent,Medium,Medium_Value,90.97200000000001,166,10.993975903614457
10508.0,84,6,682.29,113.71499999999999,27,236,2,4,4,244,10,Potential Loyalists,0,Regular Customers,Recent,High,High_Value,113.71499999999999,264,8.295454545454545
10509.0,88,4,429.59,107.3975,17,329,2,2,3,223,7,At Risk,2,Occasional Customers,Recent,Medium,Medium_Value,107.3975,208,7.019230769230769
10510.0,33,6,606.48,101.08,24,308,4,4,4,444,12,Loyal Customers,0,Regular Customers,Recent,High,High_Value,101.08,213,10.28169014084507
10511.0,16,6,581.21,96.86833333333334,23,308,4,4,4,444,12,Loyal Customers,0,Regular Customers,Very_Recent,High,High_Value,96.86833333333334,196,11.173469387755102
10512.0,23,5,555.94,111.18800000000002,22,161,4,3,4,434,11,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,111.18800000000002,173,10.54913294797688
10513.0,17,8,707.56,88.445,28,361,4,5,5,455,14,Champions,1,VIP Customers,Very_Recent,High,High_Value,88.445,257,11.361867704280156
10514.0,81,4,303.24,75.81,12,289,2,2,2,222,6,Cannot Lose Them,2,Occasional Customers,Recent,Medium,Medium_Value,75.81,201,7.263681592039801
10515.0,22,3,202.16,67.38666666666667,8,230,4,1,1,411,6,Cannot Lose Them,2,Occasional Customers,Very_Recent,Medium,Medium_Value,67.38666666666667,112,9.776785714285714
10516.0,148,3,277.97,92.65666666666668,11,319,1,1,1,111,3,Lost Customers,3,At-Risk Customers,Moderate,Medium,Medium_Value,92.65666666666668,238,4.600840336134454
10517.0,45,6,555.94,92.65666666666668,22,189,3,4,4,344,11,Loyal Customers,0,Regular Customers,Recent,High,High_Value,92.65666666666668,225,9.733333333333333
10518.0,41,5,505.4,101.08,20,344,3,3,3,333,9,Potential Loyalists,0,Regular Customers,Recent,Medium,High_Value,101.08,191,9.55497382198953
10519.0,22,3,404.32,134.77333333333334,16,212,4,1,2,412,7,At Risk,2,Occasional Customers,Very_Recent,Medium,Medium_Value,134.77333333333334,112,9.776785714285714
10520.0,29,7,808.64,115.52,32,285,4,5,5,455,14,Champions,1,VIP Customers,Very_Recent,High,High_Value,115.52,239,10.690376569037657
10521.0,47,2,126.35,63.175,5,245,3,1,1,311,5,Cannot Lose Them,2,Occasional Customers,Recent,Low,Medium_Value,63.175,107,6.822429906542055
10522.0,91,7,606.48,86.64,24,360,2,5,4,254,11,Loyal Customers,0,Regular Customers,Moderate,High,High_Value,86.64,301,8.488372093023255
10523.0,14,4,454.86,113.715,18,310,5,2,3,523,10,Potential Loyalists,0,Regular Customers,Very_Recent,Medium,Medium_Value,113.715,134,10.895522388059701
10524.0,59,3,328.51,109.50333333333333,13,298,3,1,2,312,6,Cannot Lose Them,2,Occasional Customers,Recent,Medium,Medium_Value,109.50333333333333,149,7.348993288590604
10525.0,94,3,277.96999999999997,92.65666666666665,11,181,2,1,1,211,4,Lost Customers,2,Occasional Customers,Moderate,Medium,Medium_Value,92.65666666666665,184,5.951086956521738
10526.0,65,2,176.89,88.445,7,295,3,1,1,311,5,Cannot Lose Them,2,Occasional Customers,Recent,Low,Medium_Value,88.445,125,5.840000000000001
10527.0,17,5,555.94,111.18800000000002,22,261,4,3,4,434,11,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,111.18800000000002,167,10.92814371257485
10528.0,183,5,379.05,75.81,15,320,1,3,2,132,6,Cannot Lose Them,3,At-Risk Customers,Old,Medium,Medium_Value,75.81,333,5.48048048048048
10529.0,35,5,530.67,106.13399999999999,21,255,4,3,4,434,11,Loyal Customers,0,Regular Customers,Recent,Medium,High_Value,106.13399999999999,185,9.864864864864865
10530.0,19,3,202.16,67.38666666666667,8,266,4,1,1,411,6,Cannot Lose Them,2,Occasional Customers,Very_Recent,Medium,Medium_Value,67.38666666666667,109,10.045871559633028
10531.0,11,8,707.56,88.445,28,322,5,5,5,555,15,Champions,1,VIP Customers,Very_Recent,High,High_Value,88.445,251,11.633466135458168
10532.0,47,3,277.97,92.65666666666668,11,318,3,1,1,311,5,Cannot Lose Them,2,Occasional Customers,Recent,Medium,Medium_Value,92.65666666666668,137,7.992700729927007
10533.0,106,5,530.67,106.13399999999999,21,267,2,3,4,234,9,Potential Loyalists,0,Regular Customers,Moderate,Medium,High_Value,106.13399999999999,256,7.12890625
10534.0,73,5,657.02,131.404,26,359,2,3,4,234,9,Potential Loyalists,0,Regular Customers,Recent,Medium,High_Value,131.404,223,8.183856502242152
10535.0,50,4,429.59,107.3975,17,304,3,2,3,323,8,At Risk,2,Occasional Customers,Recent,Medium,Medium_Value,107.3975,170,8.588235294117647
10536.0,25,5,555.9399999999999,111.18799999999999,22,361,4,3,4,434,11,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,111.18799999999999,175,10.428571428571429
10537.0,16,6,732.8299999999999,122.13833333333332,29,335,4,4,5,445,13,Champions,0,Regular Customers,Very_Recent,High,High_Value,122.13833333333332,196,11.173469387755102
10538.0,306,3,429.59000000000003,143.1966666666667,17,353,1,1,3,113,5,Cannot Lose Them,3,At-Risk Customers,Old,Medium,Medium_Value,143.1966666666667,396,2.765151515151515
10539.0,171,4,353.78,88.445,14,262,1,2,2,122,5,Cannot Lose Them,3,At-Risk Customers,Moderate,Medium,Medium_Value,88.445,291,5.017182130584192
10540.0,122,4,379.05,94.7625,15,329,1,2,2,122,5,Cannot Lose Them,2,Occasional Customers,Moderate,Medium,Medium_Value,94.7625,242,6.033057851239669
10541.0,41,5,379.05,75.81,15,284,3,3,2,332,8,At Risk,0,Regular Customers,Recent,Medium,Medium_Value,75.81,191,9.55497382198953
10542.0,31,8,884.4499999999999,110.55624999999999,35,284,4,5,5,455,14,Champions,1,VIP Customers,Recent,High,High_Value,110.55624999999999,271,10.774907749077492
10543.0,52,9,960.26,106.69555555555556,38,336,3,5,5,355,13,Champions,1,VIP Customers,Recent,High,High_Value,106.69555555555556,322,10.201863354037267
10544.0,23,6,732.8299999999999,122.13833333333332,29,337,4,4,5,445,13,Champions,0,Regular Customers,Very_Recent,High,High_Value,122.13833333333332,203,10.788177339901477
10545.0,236,2,151.62,75.81,6,282,1,1,1,111,3,Lost Customers,3,At-Risk Customers,Old,Low,Medium_Value,75.81,296,2.4662162162162162
10546.0,122,7,758.1,108.3,30,340,1,5,5,155,11,Loyal Customers,1,VIP Customers,Moderate,High,High_Value,108.3,332,7.69578313253012
10547.0,2,5,581.21,116.242,23,330,5,3,4,534,12,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,116.242,152,12.006578947368421
10548.0,26,5,732.83,146.566,29,318,4,3,5,435,12,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,146.566,176,10.369318181818182
10549.0,256,2,176.89,88.445,7,282,1,1,1,111,3,Lost Customers,3,At-Risk Customers,Old,Low,Medium_Value,88.445,316,2.310126582278481
10550.0,14,4,303.24,75.81,12,205,5,2,2,522,9,Potential Loyalists,2,Occasional Customers,Very_Recent,Medium,Medium_Value,75.81,134,10.895522388059701
10551.0,4,6,505.4,84.23333333333333,20,320,5,4,3,543,12,Loyal Customers,0,Regular Customers,Very_Recent,High,High_Value,84.23333333333333,184,11.902173913043477
10552.0,45,4,379.04999999999995,94.76249999999999,15,203,3,2,2,322,7,At Risk,2,Occasional Customers,Recent,Medium,Medium_Value,94.76249999999999,165,8.84848484848485
10553.0,50,8,884.45,110.55625,35,363,3,5,5,355,13,Champions,1,VIP Customers,Recent,High,High_Value,110.55625,290,10.068965517241379
10554.0,13,5,505.4,101.08,20,156,5,3,3,533,11,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,101.08,163,11.196319018404909
10555.0,128,1,126.35,126.35,5,128,1,1,1,111,3,Lost Customers,3,At-Risk Customers,Moderate,Low,Medium_Value,126.35,158,2.310126582278481
10556.0,5,6,606.48,101.08,24,328,5,4,4,544,13,Champions,0,Regular Customers,Very_Recent,High,High_Value,101.08,185,11.837837837837837
10557.0,106,4,404.32,101.08,16,325,2,2,2,222,6,Cannot Lose Them,2,Occasional Customers,Moderate,Medium,Medium_Value,101.08,226,6.460176991150442
10558.0,24,5,606.48,121.296,24,326,4,3,4,434,11,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,121.296,174,10.488505747126437
10559.0,328,1,101.08,101.08,4,328,1,1,1,111,3,Lost Customers,3,At-Risk Customers,Old,Low,Medium_Value,101.08,358,1.0195530726256983
10560.0,62,4,328.51,82.1275,13,228,3,2,2,322,7,At Risk,2,Occasional Customers,Recent,Medium,Medium_Value,82.1275,182,8.021978021978022
10561.0,44,6,454.86,75.81,18,251,3,4,3,343,10,Potential Loyalists,0,Regular Customers,Recent,High,Medium_Value,75.81,224,9.776785714285714
10562.0,9,7,934.99,133.57,37,355,5,5,5,555,15,Champions,1,VIP Customers,Very_Recent,High,High_Value,133.57,219,11.666666666666668
10563.0,286,1,75.81,75.81,3,286,1,1,1,111,3,Lost Customers,3,At-Risk Customers,Old,Low,Low_Value,75.81,316,1.1550632911392404
10564.0,152,4,353.78,88.445,14,308,1,2,2,122,5,Cannot Lose Them,3,At-Risk Customers,Moderate,Medium,Medium_Value,88.445,272,5.367647058823529
10565.0,66,3,252.7,84.23333333333333,10,307,2,1,1,211,4,Lost Customers,2,Occasional Customers,Recent,Medium,Medium_Value,84.23333333333333,156,7.019230769230769
10566.0,104,3,303.24,101.08,12,225,2,1,2,212,5,Cannot Lose Them,2,Occasional Customers,Moderate,Medium,Medium_Value,101.08,194,5.644329896907216
10567.0,30,5,505.4,101.08,20,361,4,3,3,433,10,Potential Loyalists,0,Regular Customers,Very_Recent,Medium,High_Value,101.08,180,10.13888888888889
10568.0,110,4,505.4,126.35,20,224,2,2,3,223,7,At Risk,0,Regular Customers,Moderate,Medium,High_Value,126.35,230,6.347826086956522
10569.0,84,8,934.99,116.87375,37,299,2,5,5,255,12,Loyal Customers,1,VIP Customers,Recent,High,High_Value,116.87375,324,9.012345679012345
10570.0,24,5,505.4,101.08,20,126,4,3,3,433,10,Potential Loyalists,0,Regular Customers,Very_Recent,Medium,High_Value,101.08,174,10.488505747126437
10571.0,201,6,631.75,105.29166666666667,25,362,1,4,4,144,9,Potential Loyalists,0,Regular Customers,Old,High,High_Value,105.29166666666667,381,5.748031496062992
10572.0,24,5,657.02,131.404,26,298,4,3,4,434,11,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,131.404,174,10.488505747126437
10573.0,19,6,555.94,92.65666666666668,22,285,4,4,4,444,12,Loyal Customers,0,Regular Customers,Very_Recent,High,High_Value,92.65666666666668,199,11.00502512562814
10574.0,14,5,379.05,75.81,15,282,5,3,2,532,10,Potential Loyalists,0,Regular Customers,Very_Recent,Medium,Medium_Value,75.81,164,11.128048780487806
10575.0,90,3,328.51,109.50333333333333,13,267,2,1,2,212,5,Cannot Lose Them,2,Occasional Customers,Recent,Medium,Medium_Value,109.50333333333333,180,6.083333333333334
10576.0,51,6,530.67,88.445,21,355,3,4,4,344,11,Loyal Customers,0,Regular Customers,Recent,High,High_Value,88.445,231,9.480519480519481
10577.0,18,5,555.94,111.18800000000002,22,260,4,3,4,434,11,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,111.18800000000002,168,10.863095238095239
10578.0,78,10,1212.96,121.296,48,304,2,5,5,255,12,Loyal Customers,1,VIP Customers,Recent,High,Premium,121.296,378,9.656084656084657
10579.0,9,2,151.62,75.81,6,27,5,1,1,511,7,At Risk,2,Occasional Customers,Very_Recent,Low,Medium_Value,75.81,69,10.579710144927537
10580.0,57,3,151.62,50.54,6,223,3,1,1,311,5,Cannot Lose Them,2,Occasional Customers,Recent,Medium,Medium_Value,50.54,147,7.448979591836735
10581.0,5,5,379.05,75.81,15,313,5,3,2,532,10,Potential Loyalists,0,Regular Customers,Very_Recent,Medium,Medium_Value,75.81,155,11.774193548387098
10582.0,131,4,379.04999999999995,94.76249999999999,15,284,1,2,2,122,5,Cannot Lose Them,2,Occasional Customers,Moderate,Medium,Medium_Value,94.76249999999999,251,5.816733067729084
10583.0,29,5,379.05,75.81,15,356,4,3,2,432,9,Potential Loyalists,0,Regular Customers,Very_Recent,Medium,Medium_Value,75.81,179,10.195530726256983
10584.0,7,5,530.67,106.13399999999999,21,321,5,3,4,534,12,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,106.13399999999999,157,11.624203821656051
10585.0,78,3,176.89,58.96333333333333,7,175,2,1,1,211,4,Lost Customers,2,Occasional Customers,Recent,Medium,Medium_Value,58.96333333333333,168,6.517857142857143
10586.0,47,6,631.75,105.29166666666667,25,256,3,4,4,344,11,Loyal Customers,0,Regular Customers,Recent,High,High_Value,105.29166666666667,227,9.647577092511014
10587.0,11,4,353.78000000000003,88.44500000000001,14,260,5,2,2,522,9,Potential Loyalists,2,Occasional Customers,Very_Recent,Medium,Medium_Value,88.44500000000001,131,11.14503816793893
10588.0,14,5,480.13,96.026,19,317,5,3,3,533,11,Loyal Customers,0,Regular Customers,Very_Recent,Medium,Medium_Value,96.026,164,11.128048780487806
10589.0,58,5,631.75,126.35,25,354,3,3,4,334,10,Potential Loyalists,0,Regular Customers,Recent,Medium,High_Value,126.35,208,8.774038461538462
10590.0,54,6,429.59,71.59833333333333,17,349,3,4,3,343,10,Potential Loyalists,0,Regular Customers,Recent,High,Medium_Value,71.59833333333333,234,9.358974358974358
10591.0,98,4,328.51,82.1275,13,351,2,2,2,222,6,Cannot Lose Them,2,Occasional Customers,Moderate,Medium,Medium_Value,82.1275,218,6.697247706422019
10592.0,25,3,353.78,117.92666666666666,14,312,4,1,2,412,7,At Risk,2,Occasional Customers,Very_Recent,Medium,Medium_Value,117.92666666666666,115,9.521739130434783
10593.0,15,7,783.37,111.91,31,297,5,5,5,555,15,Champions,1,VIP Customers,Very_Recent,High,High_Value,111.91,225,11.355555555555554
10594.0,66,4,277.97,69.4925,11,355,2,2,1,221,5,Cannot Lose Them,2,Occasional Customers,Recent,Medium,Medium_Value,69.4925,186,7.849462365591398
10595.0,110,5,657.02,131.404,26,357,2,3,4,234,9,Potential Loyalists,0,Regular Customers,Moderate,Medium,High_Value,131.404,260,7.01923076923077
10596.0,11,4,429.59,107.3975,17,260,5,2,3,523,10,Potential Loyalists,2,Occasional Customers,Very_Recent,Medium,Medium_Value,107.3975,131,11.14503816793893
10597.0,10,2,176.89,88.445,7,116,5,1,1,511,7,At Risk,2,Occasional Customers,Very_Recent,Low,Medium_Value,88.445,70,10.428571428571429
10598.0,6,5,505.4,101.08,20,333,5,3,3,533,11,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,101.08,156,11.698717948717949
10599.0,12,3,151.62,50.54,6,286,5,1,1,511,7,At Risk,2,Occasional Customers,Very_Recent,Medium,Medium_Value,50.54,102,10.735294117647058
10600.0,44,3,328.51,109.50333333333333,13,356,3,1,2,312,6,Cannot Lose Them,2,Occasional Customers,Recent,Medium,Medium_Value,109.50333333333333,134,8.171641791044776
10601.0,83,7,707.56,101.08,28,363,2,5,5,255,12,Loyal Customers,0,Regular Customers,Recent,High,High_Value,101.08,293,8.72013651877133
10602.0,18,2,176.89,88.445,7,190,4,1,1,411,6,Cannot Lose Them,2,Occasional Customers,Very_Recent,Low,Medium_Value,88.445,78,9.358974358974358
10603.0,49,8,530.67,66.33375,21,344,3,5,4,354,12,Loyal Customers,0,Regular Customers,Recent,High,High_Value,66.33375,289,10.103806228373703
10604.0,46,5,303.24,60.648,12,346,3,3,2,332,8,At Risk,2,Occasional Customers,Recent,Medium,Medium_Value,60.648,196,9.311224489795919
10605.0,180,3,303.24,101.08,12,318,1,1,2,112,4,Lost Customers,3,At-Risk Customers,Moderate,Medium,Medium_Value,101.08,270,4.055555555555555
10606.0,74,6,631.75,105.29166666666667,25,301,2,4,4,244,10,Potential Loyalists,0,Regular Customers,Recent,High,High_Value,105.29166666666667,254,8.622047244094487
10607.0,73,4,429.59000000000003,107.39750000000001,17,217,2,2,3,223,7,At Risk,2,Occasional Customers,Recent,Medium,Medium_Value,107.39750000000001,193,7.564766839378238
10608.0,6,4,480.13,120.0325,19,354,5,2,3,523,10,Potential Loyalists,0,Regular Customers,Very_Recent,Medium,Medium_Value,120.0325,126,11.587301587301587
10609.0,64,4,480.13,120.0325,19,276,3,2,3,323,8,At Risk,0,Regular Customers,Recent,Medium,Medium_Value,120.0325,184,7.934782608695651
10610.0,111,2,176.89,88.445,7,260,2,1,1,211,4,Lost Customers,2,Occasional Customers,Moderate,Low,Medium_Value,88.445,171,4.269005847953216
10611.0,2,9,859.18,95.46444444444444,34,347,5,5,5,555,15,Champions,1,VIP Customers,Very_Recent,High,High_Value,95.46444444444444,272,12.07720588235294
10612.0,51,5,429.59,85.91799999999999,17,228,3,3,3,333,9,Potential Loyalists,0,Regular Customers,Recent,Medium,Medium_Value,85.91799999999999,201,9.079601990049753
10613.0,37,6,581.21,96.86833333333334,23,362,3,4,4,344,11,Loyal Customers,0,Regular Customers,Recent,High,High_Value,96.86833333333334,217,10.09216589861751
10614.0,49,5,530.67,106.13399999999999,21,332,3,3,4,334,10,Potential Loyalists,0,Regular Customers,Recent,Medium,High_Value,106.13399999999999,199,9.170854271356784
10615.0,128,2,176.89,88.445,7,235,1,1,1,111,3,Lost Customers,2,Occasional Customers,Moderate,Low,Medium_Value,88.445,188,3.882978723404255
10616.0,15,5,581.21,116.242,23,157,5,3,4,534,12,Loyal Customers,0,Regular Customers,Very_Recent,Medium,High_Value,116.242,165,11.06060606060606
10617.0,55,7,833.91,119.13,33,351,3,5,5,355,13,Champions,1,VIP Customers,Recent,High,High_Value,119.13,265,9.641509433962264
10618.0,53,5,530.67,106.13399999999999,21,364,3,3,4,334,10,Potential Loyalists,0,Regular Customers,Recent,Medium,High_Value,106.13399999999999,203,8.990147783251231
10619.0,85,4,404.32,101.08,16,348,2,2,2,222,6,Cannot Lose Them,2,Occasional Customers,Recent,Medium,Medium_Value,101.08,205,7.121951219512195
10620.0,259,1,126.35,126.35,5,259,1,1,1,111,3,Lost Customers,3,At-Risk Customers,Old,Low,Medium_Value,126.35,289,1.2629757785467128
10621.0,78,4,277.96999999999997,69.49249999999999,11,278,2,2,1,221,5,Cannot Lose Them,2,Occasional Customers,Recent,Medium,Medium_Value,69.49249999999999,198,7.373737373737374
10623.0,165,2,151.62,75.81,6,197,1,1,1,111,3,Lost Customers,3,At-Risk Customers,Moderate,Low,Medium_Value,75.81,225,3.2444444444444445
10624.0,18,5,454.86,90.97200000000001,18,356,4,3,3,433,10,Potential Loyalists,0,Regular Customers,Very_Recent,Medium,Medium_Value,90.97200000000001,168,10.863095238095239
10625.0,145,7,783.37,111.91,31,332,1,5,5,155,11,Loyal Customers,1,VIP Customers,Moderate,High,High_Value,111.91,355,7.197183098591549
10626.0,30,4,454.86,113.715,18,338,4,2,3,423,9,Potential Loyalists,2,Occasional Customers,Very_Recent,Medium,Medium_Value,113.715,150,9.733333333333334
10627.0,3,4,252.7,63.175,10,338,5,2,1,521,8,At Risk,2,Occasional Customers,Very_Recent,Medium,Medium_Value,63.175,123,11.869918699186991
10628.0,2,3,379.05,126.35000000000001,15,98,5,1,2,512,8,At Risk,2,Occasional Customers,Very_Recent,Medium,Medium_Value,126.35000000000001,92,11.902173913043477
10629.0,143,2,101.08,50.54,4,241,1,1,1,111,3,Lost Customers,3,At-Risk Customers,Moderate,Low,Medium_Value,50.54,203,3.5960591133004924
10630.0,107,3,353.78,117.92666666666666,14,282,2,1,2,212,5,Cannot Lose Them,2,Occasional Customers,Moderate,Medium,Medium_Value,117.92666666666666,197,5.558375634517766
10631.0,34,1,25.27,25.27,1,34,4,1,1,411,6,Cannot Lose Them,2,Occasional Customers,Recent,Low,Low_Value,25.27,64,5.703125
10632.0,88,2,227.43,113.715,9,256,2,1,1,211,4,Lost Customers,2,Occasional Customers,Recent,Low,Medium_Value,113.715,148,4.9324324324324325
10633.0,42,11,1364.58,124.05272727272727,54,343,3,5,5,355,13,Champions,1,VIP Customers,Recent,Very_High,Premium,124.05272727272727,372,10.793010752688172
10634.0,2,3,328.51,109.50333333333333,13,320,5,1,2,512,8,At Risk,2,Occasional Customers,Very_Recent,Medium,Medium_Value,109.50333333333333,92,11.902173913043477
10635.0,98,4,353.78,88.445,14,182,2,2,2,222,6,Cannot Lose Them,2,Occasional Customers,Moderate,Medium,Medium_Value,88.445,218,6.697247706422019
10636.0,95,10,960.26,96.026,38,324,2,5,5,255,12,Loyal Customers,1,VIP Customers,Moderate,High,High_Value,96.026,395,9.240506329113924
10637.0,54,3,328.51,109.50333333333333,13,322,3,1,2,312,6,Cannot Lose Them,2,Occasional Customers,Recent,Medium,Medium_Value,109.50333333333333,144,7.604166666666667
10638.0,50,11,1010.8,91.89090909090909,40,342,3,5,5,355,13,Champions,1,VIP Customers,Recent,Very_High,Premium,91.89090909090909,380,10.56578947368421
10639.0,4,4,252.7,63.175,10,297,5,2,1,521,8,At Risk,2,Occasional Customers,Very_Recent,Medium,Medium_Value,63.175,124,11.774193548387098
10640.0,169,1,151.62,151.62,6,169,1,1,1,111,3,Lost Customers,3,At-Risk Customers,Moderate,Low,Medium_Value,151.62,199,1.8341708542713568
10641.0,79,6,808.64,134.77333333333334,32,284,2,4,5,245,11,Loyal Customers,0,Regular Customers,Recent,High,High_Value,134.77333333333334,259,8.455598455598455
10642.0,125,4,353.78,88.445,14,356,1,2,2,122,5,Cannot Lose Them,2,Occasional Customers,Moderate,Medium,Medium_Value,88.445,245,5.959183673469387
10643.0,29,5,454.86,90.97200000000001,18,301,4,3,3,433,10,Potential Loyalists,0,Regular Customers,Very_Recent,Medium,Medium_Value,90.97200000000001,179,10.195530726256983
10644.0,19,9,960.26,106.69555555555556,38,321,4,5,5,455,14,Champions,1,VIP Customers,Very_Recent,High,High_Value,106.69555555555556,289,11.366782006920415
10645.0,102,1,176.89,176.89,7,102,2,1,1,211,4,Lost Customers,2,Occasional Customers,Moderate,Low,Medium_Value,176.89,132,2.765151515151515
10646.0,73,7,783.37,111.91,31,266,2,5,5,255,12,Loyal Customers,1,VIP Customers,Recent,High,High_Value,111.91,283,9.02826855123675
10647.0,12,6,379.05,63.175000000000004,15,240,5,4,2,542,11,Loyal Customers,0,Regular Customers,Very_Recent,High,Medium_Value,63.175000000000004,192,11.406250000000002
10648.0,8,6,555.9399999999999,92.65666666666665,22,347,5,4,4,544,13,Champions,0,Regular Customers,Very_Recent,High,High_Value,92.65666666666665,188,11.648936170212766
10649.0,12,4,328.51,82.1275,13,358,5,2,2,522,9,Potential Loyalists,2,Occasional Customers,Very_Recent,Medium,Medium_Value,82.1275,132,11.06060606060606
10650.0,157,3,252.7,84.23333333333333,10,249,1,1,1,111,3,Lost Customers,3,At-Risk Customers,Moderate,Medium,Medium_Value,84.23333333333333,247,4.433198380566802
